COMP1531|5296784|Liu Mitchell, Michael Jiawei                      |8543|COMPA1|070.833|23T2|19981225|M
COMP9311|5268636|Han, Mohammed Rui Ran Ran Jerry                   |2645|ECONL1|056.886|23T2|19980610|M
COMP3141|5235438|Liu, Emily Jenny                                  |8543|COMPA1|037.722|23T2|20000629|F
COMP3141|5259755|Zou, Angus                                        |3781/2|COMPA1 INFSA1|084.474|23T2|20020216|M
COMP1531|5200920|Leung, Peter                                      |3674/2|COMPCS|073.652|23T2|20011102|M
ENGG1811|5246128|Ji, Xiang Eugene James Jay Frank                  |3785/4|DPENB1|085.869|23T2|19980807|M
COMP1521|5215446|Zhu, Jayden Jimmy                                 |7004/1|COMPCS|054.222|23T2|19950302|M
ENGG1811|5212128|Nguyen, Ryan Lachlan Nathaniel Brendan            |3778/2|SENGAH|064.661|23T2|20020217|M
COMP9517|5212823|Shang, Sebastian Mohammad                         |3785/2|MATHE1|050.728|23T2|20000601|M
DPGE1002|5246344|Xie, Alicia Alicia                                |1710|BIOMDS|056.955|23T2|19990323|F
COMP2521|5291449|Yang, Sarah Charlotte Lucy Katherine              |3778/3|COMPA1|016.335|23T2|19710406|F
COMP9044|5220005|Hong, Grace Lisa                                  |3768/3|MECHAH|032.505|23T2|19921022|F
COMP1531|5218406|Zhang, Dhruv                                      |7001/1|BIOMBS|048.838|23T2|20060110|M
COMP6721|5254359|Yu, Raymond Arnav                                 |3707/2|UNDL-U|068.641|23T2|20020828|M
COMP3331|5212990|Liu Yu, Nicole Jennifer Rachel                    |3785/2|COMPCS|068.653|23T2|20050127|F
COMP9444|5248763|Lu Karan, Alexander Kelvin                        |8543|DPBSA1|065.360|23T2|20050318|M
COMP9902|5250217|Li, Alex Xin Antonio                              |8543|COMPA1|044.158|23T2|19991029|M
COMP9313|5286743|Wang, Daniel Dylan Oscar Aditya                   |8543|COMPA1|041.662|23T2|19980310|M
DPST1091|5233087|Dong Kenneth, Jian Ayush Brendan                  |3785/5|DPENX1|060.398|23T2|20021009|M
COMP9319|5244520|Chang, Kai Jian                                   |3674/2|COMPA1 NEURA1|053.762|23T2|19990412|M
ENGG1811|5216290|Qian Ayush, Jacob Ken Oliver                      |3792/1|COMPA1 MATHU1|080.761|23T2|20040313|M
DPST1013|5293509|Li Xin, Charlotte Amy                             |3707/1|COMPA1|086.703|23T2|20030927|F
COMP9517|5280282|Wong, Adam Leon Ricky Derek                       |3778/2|COMPAS|061.631|23T2|19960815|M
COMP9312|5220465|Bui, Sam Chen                                     |3778/1|COMPA1 FINSA1|077.236|23T2|20030625|M
DPST1092|5224488|Feng, Joyce                                       |3768/1|COMPA1|034.107|23T2|19980211|F
COMP9311|5212663|Chu, Bowen Tong                                   |3674/2|COMPSS|083.422|23T2|19990818|M
COMP9024|5252220|Chen, Brian Hugo Gregory                          |8543|COMPA1|071.518|23T2|19990713|M
COMP9101|5233011|Xu, Andrew Brian                                  |3778/3|DPBSA1|058.965|23T2|20021008|M
COMP1511|5217279|Xie, Harrison Christopher                         |3959/1|ENGGAH|072.115|23T2|19860505|M
COMP1511|5200841|Chen, Jonathan Andrew                             |3707/1|COMPA1|036.878|23T2|19980902|M
DPGE1003|5212459|Lin, Michelle Ashley Sophia                       |3782/1|COMPES|058.796|23T2|20000912|F
DPBS1170|5287430|Xie, William                                      |3706/2|UNDL-U|074.402|23T2|19981122|M
DPGE1001|5247135|Fang, Ivan Steve Vincent                          |3734/3|EDSTA1|080.363|23T2|19960622|M
COMP1521|5228875|Jin, Andy Chen Isaac                              |4076/1|COMPA1 MTRNAH|038.682|23T2|20040216|M
COMP9417|5242337|Xie, Nicholas Stephen                             |3784/2|MTRNAH|041.377|23T2|20010108|M
COMP1511|5203635|Wang, William Haotian Robert Jordan               |8543|COMPA1|048.931|23T2|20050121|M
COMP9417|5217471|Wong, Danny Raymond Rui                           |3785/3|ELECAH|086.858|23T2|20030717|M
DPGE1001|5243403|Liu, Lachlan Anthony                              |7004/1|COMPAS|088.917|23T2|20020723|M
COMP2521|5263527|Zhong, Zihao Michael Alex                         |3784/1|COMPI1 MTRNAH|064.254|23T2|19980912|M
COMP9311|5259569|Yang Ricky, David Wei Kelvin                      |3707/1|COMPA1|068.360|23T2|19990311|M
ENGG1811|5268133|Gu, Paul Marcus                                   |3784/3|SENGAH|040.248|23T2|20050712|M
COMP9021|5288086|Khan, Sophia Sarah Xinyi                          |1650|COMPA1|073.190|23T2|19980107|F
COMP1531|5229300|Jiang, Joel Jacky                                 |3155/4|COMPAS COMPSS|037.925|23T2|20000227|M
DPBS1190|5211666|Feng, Henry                                       |7002/1|COMPA1 MTRNAH|042.964|23T2|20030404|M
COMP1511|5223159|Feng, Natalie Anna                                |7005/1|COMPAS|066.312|23T2|20050522|F
COMP2511|5273609|Lei Joseph, John Brian                            |3738/2|SOLAAH|040.435|23T2|20050118|M
COMP2511|5213547|Xu, Alexander Andy Darren                         |3674/1|ENGGAH|044.953|23T2|19921113|M
COMP9319|5217479|Pan, Jayden Jian                                  |7003/1|COMPA1 FINSA1|096.571|23T2|20001014|M
COMP1531|5224638|Wong Lawrence, Nathan                             |3784/1|COMPER|040.287|23T2|19990805|M
COMP3900|5291918|Wang, Michelle Jiayu                              |8543|COMPA1|064.463|23T2|19921123|F
COMP9444|5293127|Jain, Lara Kelly                                  |3785/1|ENGGA1|054.053|23T2|19841024|F
COMP9444|5243238|Choi, William Christopher                         |3959/1|COMPAS COMPCS|053.238|23T2|20010126|M
COMP9511|5279233|Zhou Jiacheng, Frank Ricky                        |7543|CVENAH|097.798|23T2|19860616|M
DPHU1003|5201069|Li, Rachel                                        |8543|COMPA1|099.577|23T2|19961221|F
COMP9312|5207153|Qiao, Evan Alan                                   |3674/2|DPENO1|018.211|23T2|19880722|M
COMP2521|5207110|Kim, Jiayu Kelly Jasmine Jasmine                  |7002/1|DPHUB1|037.985|23T2|20000207|F
COMP9444|5268502|Hoang, Stephen Tao Minh Samuel                    |1650|ECONI1 MTRNAH|057.305|23T2|19700119|M
COMP6452|5297156|Lin, Aditya                                       |3707/3|MTRNAH|068.837|23T2|19991017|M
COMP3141|5276368|Zhang, Patrick                                    |8543|COMPA1|005.005|23T2|19950414|M
ENGG1811|5226181|Zhang, Francis Cameron Jay                        |8338|UNDL-U|097.816|23T2|20040320|M
COMP9044|5200406|Chen, Eric Jin                                    |8543|COMPA1|039.960|23T2|19931208|M
COMP9417|5291231|Zhang, Matthew Jerry                              |8543|COMPA1|052.777|23T2|19981029|M
COMP1531|5223241|Huang, Vivian Yan                                 |7001/1|ACTLD1 MATHP1|052.508|23T2|20040528|F
COMP1911|5209846|Zhang, Nicholas                                   |8543|COMPA1|068.062|23T2|20020721|M
COMP3900|5200972|Huang, Patrick Andre                              |8543|COMPA1|028.810|23T2|20040906|M
DPST1021|5270075|Wang, James Adrian                                |8543|COMPA1|080.745|23T2|20040209|M
COMP3900|5243731|Lin, Victoria Jiayu                               |3778/3|DPBSA1|063.244|23T2|19960418|F
COMP2521|5248760|Zhang, Christopher                                |8543|COMPCS|063.481|23T2|19871219|M
DPST1051|5243019|Ji, George Tony                                   |3706/3|DPHUB1|063.909|23T2|20010707|M
COMP9900|5276677|Joshi, Kai Kenneth Sean Jacky Tristan             |3131/1|COMPY1|038.409|23T2|20020520|M
COMP9319|5221879|Zhang, Eric                                       |8543|COMPA1|088.090|23T2|20011103|M
COMP9900|5294637|Liu Chao, Richard                                 |3778/1|DPBSA1|085.081|23T2|20000927|M
COMP1531|5211838|Shen, Jiayu Lara Jiayu                            |3707/4|COMPAS|092.206|23T2|19980705|F
COMP1511|5261140|Hu, Anna Alicia Tiffany                           |3768/1|SENGAH|044.082|23T2|20010611|F
DPST1091|5217910|Xue Annie, Charlotte Vivian                       |3781/2|DPHUB1|035.900|23T2|20020729|F
DPHU1002|5293802|Zhou, Jacky Samuel Pranav William                 |3707/1|UNDL-U|068.034|23T2|19890209|M
COMP9021|5208216|Wang, David Ricky                                 |8543|COMPA1|020.504|23T2|20030304|M
COMP9444|5229306|Wang, Olivia Sarah Rachel Yuhan                   |8543|COMPA1|037.785|23T2|19990419|F
COMP9021|5248009|Du, Hannah Tina                                   |3784/3|MTRNAH|019.226|23T2|19960706|F
COMP9312|5214071|Guo, Jeremy Andre                                 |3707/1|COMPCS|064.056|23T2|20030831|M
DPBS1150|5238603|Huang, Max Maximilian                             |7003/1|UNDL-U|090.662|23T2|19910830|M
COMP9900|5251259|Zhang, Justin                                     |8543|COMPA1|050.299|23T2|19971201|M
DPST1061|5212675|Guo, Jerry Tong                                   |8543|SENGAH|084.928|23T2|20041205|M
COMP9020|5237215|Dong, Lara Yan                                    |8544|COMPBH|067.444|23T2|20000207|F
COMP1521|5237261|Li, James Michael                                 |8543|COMPA1|087.035|23T2|19970424|M
DPGE1002|5238614|Liu, Steve William Danny Muhammad                 |9373|AEROD1|082.782|23T2|20040710|M
ENGG1811|5225003|Zhou Yifan, James Samuel                          |3707/4|COMPER|000.000|23T2|20010717|M
COMP9444|5247762|Niu, Ethan Jesse                                  |3785/2|BIOMDS MATSH1|059.849|23T2|20020301|M
COMP1511|5212748|Yin, Catherine                                    |3768/2|COMPSS|068.596|23T2|20020611|F
COMP3141|5261238|Chen, Grace                                       |8543|COMPA1|044.163|23T2|20001126|F
COMP9021|5215311|Zhao, Hao                                         |8543|MTRNAH|090.136|23T2|20021007|M
COMP9900|5262363|Nguyen, Alexander Arnav Harry                     |3778/2|COMPAS|019.169|23T2|20000120|M
COMP1531|5228762|Chen, Daniel                                      |8543|COMPA1|031.851|23T2|19990419|M
COMP1531|5278901|Li, James William                                 |8543|COMPA1|071.882|23T2|20010603|M
COMP1521|5221354|Tang Yan, Yiming Zachary                          |3707/2|COMPA1 MTRNAH|076.996|23T2|20000211|M
COMP9444|5283748|Yang, Kelly Lisa Xinyi Jiayu                      |3779/2|COMPA1 MATHE1|057.246|23T2|19980102|F
DPST1014|5270229|Wang, Alex Jackson                                |8543|COMPA1|066.322|23T2|20020217|M
COMP2041|5288488|Wang, Yi Jennifer Lisa Emily                      |3674/4|CEICAH|060.855|23T2|19910608|F
COMP9417|5282524|Lam, Alice Olivia                                 |3789/4|DPENB1|040.709|23T2|20021117|F
COMP3121|5218958|Zhang, Michelle                                   |3707/1|COMPCS|034.315|23T2|20021028|F
COMP3511|5239047|Johnston, Ibrahim Ahmed                           |3781/1|COMMJ1 COMPA1|084.085|23T2|20040801|M
COMP3121|5289715|Jain, Benjamin Varun                              |3785/1|COMPCS|091.631|23T2|20040606|M
COMP3141|5241601|Chen, Nicholas Gary Laurence                      |8543|COMPA1|047.795|23T2|20020727|M
COMP3121|5286195|Yin, David Rohan Jay John                         |3781/3|AEROAH|069.791|23T2|19990501|M
COMP9312|5295921|Ha, Kai Xinyu                                     |3707/1|DPHUA1|056.867|23T2|20000224|M
COMP3121|5283396|Nguyen, Lisa Zixuan                               |8543|COMPA1|066.252|23T2|20050212|F
COMP1521|5231499|Chen, Brian Geoffrey Andre Raymond                |8543|COMPA1|093.985|23T2|20041107|M
COMP3331|5249668|Zhang, Rachel Megan Jennifer                      |3707/1|COMPA1|027.920|23T2|20040505|F
COMP1531|5210262|Li Darren, Ryan Yue                               |8543|COMPA1|043.786|23T2|19970314|M
BIOM9332|5213554|Shah, Haoran Ahmad                                |3764/3|MTRNAH|074.906|23T2|20021127|M
COMP3121|5237477|Zhu, Yuhan Vanessa Christine                      |3781/1|COMPA1 MINEAH|077.993|23T2|20021010|F
COMP1521|5218666|Yao, Matthew Sean                                 |4515/1|COMPAS COMPCS|053.225|23T2|20021104|M
COMP4952|5204316|Zhang, Anna Alicia                                |8543|COMPA1|057.360|23T2|19960917|F
COMP3121|5242504|Park, Timothy                                     |3768/5|COMPDS|070.792|23T2|19950822|M
COMP1521|5237773|Cheng, Nicole Emily Yuxin Vivian                  |3707/3|ELECAH|048.055|23T2|19971215|F
COMP1531|5241559|Huang, Yuhan Jessica                              |3785/2|COMPER|022.041|23T2|19960106|F
DPGE1003|5272898|Yu, Xinyue                                        |3785/3|COMPCS|066.343|23T2|20010903|F
COMP9021|5266877|Zhang, Ethan Omar Sebastian                       |8543|COMPA1|032.821|23T2|20020212|M
COMP1531|5220156|Liao Xiang, Samuel Jacky Frank                    |7002/1|COMPAS|084.313|23T2|20020130|M
COMP2511|5214330|Wang, Michael Chen Henry                          |8543|COMPA1|028.177|23T2|19990523|M
COMP9417|5233708|Tian, Ran Yang                                    |3768/5|BIOMBS|004.649|23T2|20041103|M
ENGG1811|5273778|Lo, Terry John Gary                               |3674/2|BINFAH|080.864|23T2|19970224|M
COMP9024|5216465|Joshi, James                                      |3707/4|COMPA1 MATHM1|092.625|23T2|20020316|M
COMP9517|5215489|He, Lucy Natalie Jenny                            |3783/1|BIOMDS SENGAH|099.139|23T2|20010616|F
COMP3141|5211961|Zhang Alicia, Sarah Yuxin Yi                      |8543|COMPAS|093.405|23T2|19980401|F
COMP1531|5244795|Lin, Alex                                         |3707/4|DPBSA1|078.209|23T2|20050310|M
DPST1013|5268925|Zheng, Yi Justin                                  |8543|UNDL-U|057.355|23T2|20050211|M
BIOM9020|5251063|Tang, Aryan Rui                                   |3674/2|COMPER|076.093|23T2|20030513|M
COMP2521|5231009|Li, Angela                                        |8543|COMPA1|046.379|23T2|20040727|F
COMP1511|5291995|Gao, Jordan                                       |3970/1|FINSA1|063.804|23T2|20020721|M
COMP9044|5228164|Tong, Tao                                         |3784/2|MTRNAH|051.122|23T2|20010311|M
COMP3900|5229134|He, Aditya Sam Matthew                            |7002/1|COMPER|030.368|23T2|20021022|M
COMP6721|5244951|Wang, Ian Gabriel                                 |3778/2|COMPA1|076.808|23T2|20040929|M
COMP3900|5258088|Park, Han Ayush                                   |7001/1|COMPY1|070.716|23T2|19780908|M
BINF3010|5258182|Fan, Tim Eric                                     |7004/1|COMPAS COMPSS|073.095|23T2|20010925|M
DPHU1008|5295103|Lyu, Chris Ze                                     |3970/1|ACCTA1 COMPA1|016.994|23T2|19971227|M
COMP9154|5290888|Jiang, .                                          |3707/4|ENGGAH|074.328|23T2|20050115|F
COMP9417|5262474|Wang, Ethan Caleb Gordon                          |8543|COMPA1|040.186|23T2|20010725|M
DPGE1003|5281038|Yang, Adam James Jason                            |3778/3|COMPA1|094.887|23T2|19991105|M
DPBS1190|5232743|Sun, Ian Steve                                    |3768/4|COMPY1 ELECAH|026.382|23T2|20050420|M
COMP9417|5245265|Chen, Tim Alex                                    |3707/1|COMPA1|063.663|23T2|19990327|M
COMP1511|5217856|Jung Yan, Jeremy Michael                          |3781/3|AEROAH COMPI1|072.950|23T2|20020423|M
COMP3331|5230309|Zhou, Joshua Cheng                                |3778/2|COMPAS|087.491|23T2|19961127|M
COMP1511|5272144|Lim, Hugo Gabriel                                 |7002/1|COMPER|052.357|23T2|20050218|M
COMP1531|5269699|Zhang, Yi Xinran Christine                        |3707/1|SENGAH|048.555|23T2|20041111|F
COMP9517|5204748|Yang, Nicholas Tristan                            |3707/1|COMPCS|025.132|23T2|20040221|M
COMP9511|5268448|Ren, Max Jayden Anthony                           |7005/1|COMPZ1|015.940|23T2|20051022|M
DPGE1003|5287490|Huang, Zihao Eric Jared Victor                    |3789/1|UNDL-U|024.969|23T2|20001110|M
BIOM9420|5205381|Liu, Justin Brian                                 |8543|COMPA1|044.070|23T2|20050220|M
COMP3121|5206229|Meng, Jackson Edward                              |7003/1|ACTLD1|042.014|23T2|19980904|M
COMP3121|5242846|Liu, Rachel Michelle Vivian                       |8543|COMPA1|058.747|23T2|19970819|F
COMP1511|5283000|Li, Alex Danny Steven                             |8543|COMPA1|084.433|23T2|20021018|M
DPGE1002|5272236|Tan Jacky, Sam Robert                             |8543|COMPSS|078.362|23T2|20020511|M
COMP2521|5278700|Hu, Oliver Louis Ryan                             |8544|COMPA1 MTRNAH|056.033|23T2|20000609|M
DPST1021|5243237|Wu, Daniel Terry Joseph                           |3785/2|SENGAH|067.267|23T2|20020612|M
BIOM9420|5209734|Dong Karan, Ken Darren Omar                       |3970/1|MTRNES|041.561|23T2|19990802|M
COMP1521|5219534|Zhao, Thomas Aryan Ben                            |3707/4|SENGAH|047.480|23T2|19980522|M
COMP3121|5266252|Hu Yuan, John                                     |3707/2|COMPA1|058.460|23T2|20041111|M
GSOE9220|5296782|Nguyen, Amy Jenny Elizabeth Sophia Julia          |1650|DPBSA1|091.341|23T2|20020801|F
ENGG1811|5200271|Lu, Patrick                                       |3778/1|COMPSS|046.710|23T2|19940804|M
COMP9444|5211266|Park, Kelly Tiffany                               |3767/1|BIOMDS SENGAH|017.578|23T2|19990526|F
COMP2521|5277671|Zhang, Winnie Yuhan                               |3674/2|COMPAS COMPCS|058.654|23T2|19911004|F
COMP9024|5229134|He, Aditya Sam Matthew                            |7002/1|COMPER|030.368|23T2|20021022|M
COMP9311|5210614|Chan, Alex Nicholas Justin Kenneth                |7004/1|COMPER|046.750|23T2|19910414|M
COMP1511|5251470|Su Jian, Dylan Haoyu Andrew                       |7003/1|COMPY1|067.097|23T2|19960418|M
DPST1032|5212733|Liang, Yifan                                      |3707/4|COMPCS|047.897|23T2|20030116|M
